id,value,context_factor_id,context_factor_value_id,thing_id,user_id,created_at,updated_at,id,title,description,type,image,indoorsLocation,display_title,active,id,title,display_title,active_in_training,active_in_prediction,id,title,display_title,description,context_factor_id,active_in_training,active_in_prediction
561,1,6,22,54,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:04:45.534000","2019-10-11 13:04:45.535000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
597,1,6,22,49,483d3900ecef4ccd92f170249a01b634,"2019-10-11 13:06:23.183000","2019-10-11 13:06:23.183000",49,"cigarette vending machine",,BCN_I,cigarette-vending-machine.jpg,0,"Cigarette Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
613,-1,6,22,10,483d3900ecef4ccd92f170249a01b634,"2019-10-11 13:06:47.629000","2019-10-11 13:06:47.629000",10,"vending machine with food",,BCN_I,vending-machine-with-food.jpg,1,"Vending Machine with Food",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
617,1,6,22,28,f6b91c94308745c4a164750e9fbe12a7,"2019-10-11 13:06:52.980000","2019-10-11 13:06:52.980000",28,"bike sharing station",,BCN_I,bike-sharing-station.jpg,0,"Bike Sharing Station",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
687,1,6,22,49,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:09:12.367000","2019-10-11 13:09:12.367000",49,"cigarette vending machine",,BCN_I,cigarette-vending-machine.jpg,0,"Cigarette Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
693,1,6,22,58,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:09:27.409000","2019-10-11 13:09:27.409000",58,"stamps vending machine",,BCN_I,stamp-vending-machine.jpg,0,"Stamps Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
710,1,6,22,53,483d3900ecef4ccd92f170249a01b634,"2019-10-11 13:09:55.826000","2019-10-11 13:09:55.826000",53,"equipment vending machine","Selling various pieces of equipment, such as bike tubes.",BCN_I,equipment-vending-machine.jpg,0,"Equipment Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
783,-1,6,22,19,f6b91c94308745c4a164750e9fbe12a7,"2019-10-11 21:35:44.951000","2019-10-11 21:35:44.951000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
851,1,6,22,49,0607bc0a60a547c0910846e0096721df,"2019-10-13 09:09:38.806000","2019-10-13 09:09:38.806000",49,"cigarette vending machine",,BCN_I,cigarette-vending-machine.jpg,0,"Cigarette Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
862,0,6,22,72,0607bc0a60a547c0910846e0096721df,"2019-10-13 09:10:33.065000","2019-10-13 09:10:33.065000",72,"toy vending machine",,BCN_I,toy-vending-machine.jpg,1,"Toy Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
890,1,6,22,54,0c32137be8a146eaa3d3fd736519fbba,"2019-10-13 12:58:57.518000","2019-10-13 12:58:57.519000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
962,1,6,22,29,7f82f67b83e7407893ee02b6a05c6250,"2019-10-13 19:10:17.975000","2019-10-13 19:10:17.975000",29,"shared bike","Bike from a sharing provider, located outside a station.",BCN_I,sharing-bike.jpg,0,"Sharing Bike",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
972,-1,6,22,61,7f82f67b83e7407893ee02b6a05c6250,"2019-10-13 19:11:37.420000","2019-10-13 19:11:37.420000",61,"gambling machine",,BCN_I,gambling-machine.jpg,1,"Gambling Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1014,1,6,22,54,bfe4891eca624c7c99db675b6f82421c,"2019-10-13 19:19:07.240000","2019-10-13 19:19:07.240000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1021,1,6,22,70,e78038f60a3c4ed6ab3ebcfb771e18f1,"2019-10-13 19:33:51.830000","2019-10-13 19:33:51.830000",70,"parking ticket machine",,BCN_I,parking-ticket-machine.jpg,0,"Parking Ticket Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1062,0,6,22,66,c93e18f2303e46a8be0ffad5554df2a6,"2019-10-13 20:31:19.698000","2019-10-13 20:31:19.698000",66,"sculptures in a museum",,BCN_I,art-sculpture.jpg,1,"Sculpture at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1072,-1,6,22,69,c93e18f2303e46a8be0ffad5554df2a6,"2019-10-13 20:32:41.696000","2019-10-13 20:32:41.696000",69,"art installation in a museum",,BCN_I,art-installation.jpg,1,"Art Installation at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1079,1,6,22,58,c93e18f2303e46a8be0ffad5554df2a6,"2019-10-13 20:33:20.856000","2019-10-13 20:33:20.856000",58,"stamps vending machine",,BCN_I,stamp-vending-machine.jpg,0,"Stamps Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1111,0,6,22,10,ea1f2ef371664b0abb590f0c3af4c67d,"2019-10-13 21:13:14.890000","2019-10-13 21:13:14.890000",10,"vending machine with food",,BCN_I,vending-machine-with-food.jpg,1,"Vending Machine with Food",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1136,1,6,22,71,ea1f2ef371664b0abb590f0c3af4c67d,"2019-10-13 21:14:54.235000","2019-10-13 21:14:54.235000",71,"post box",,BCN_I,post-box.png,0,"Post Box",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1185,0,6,22,22,ea1f2ef371664b0abb590f0c3af4c67d,"2019-10-13 21:17:52.448000","2019-10-13 21:17:52.448000",22,"food order machine in a restaurant","Primarily used in fast food restaurants.",BCN_I,food-order-machine-restaurant.jpg,1,"Order Kiosk in a Restaurant",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1228,0,6,22,64,0f6159735a224d88a050864ae5a4bc51,"2019-10-13 21:30:09.828000","2019-10-13 21:30:09.828000",64,"multimedia device in a museum",,BCN_I,museum-multimedia.jpg,1,"Multimedia Device at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1250,0,6,22,6,0f6159735a224d88a050864ae5a4bc51,"2019-10-13 21:31:54.814000","2019-10-13 21:31:54.814000",6,ATM,,BCN_I,atm.jpg,1,ATM/Cashpoint,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1256,0,6,22,18,0f6159735a224d88a050864ae5a4bc51,"2019-10-13 21:33:05.238000","2019-10-13 21:33:05.238000",18,"phone charging station",,BCN_I,phone-charging-station.jpg,1,"Public Phone Charging Station",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1275,0,6,22,6,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-13 21:34:13.714000","2019-10-13 21:34:13.714000",6,ATM,,BCN_I,atm.jpg,1,ATM/Cashpoint,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1277,1,6,22,54,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-13 21:34:50.371000","2019-10-13 21:34:50.371000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1317,1,6,22,50,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-13 21:36:56.107000","2019-10-13 21:36:56.107000",50,"milk vending machine","Selling fresh, unprocessed milk. Typically requires you to bring your own bottle.",BCN_I,milk-vending-machine.jpg,1,"Milk Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1329,0,6,22,13,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-13 21:37:23.921000","2019-10-13 21:37:23.921000",13,"photo booth",,BCN_I,photo-booth.jpg,1,"Photo Booth",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1334,1,6,22,54,0f6159735a224d88a050864ae5a4bc51,"2019-10-13 21:37:30.469000","2019-10-13 21:37:30.469000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1379,0,6,22,59,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-13 21:43:26.041000","2019-10-13 21:43:26.041000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1407,0,6,22,64,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-13 21:47:10.360000","2019-10-13 21:47:10.360000",64,"multimedia device in a museum",,BCN_I,museum-multimedia.jpg,1,"Multimedia Device at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1413,0,6,22,70,0f6159735a224d88a050864ae5a4bc51,"2019-10-13 21:48:24.716000","2019-10-13 21:48:24.716000",70,"parking ticket machine",,BCN_I,parking-ticket-machine.jpg,0,"Parking Ticket Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1422,0,6,22,10,0f6159735a224d88a050864ae5a4bc51,"2019-10-13 21:48:46.444000","2019-10-13 21:48:46.444000",10,"vending machine with food",,BCN_I,vending-machine-with-food.jpg,1,"Vending Machine with Food",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1455,-1,6,22,65,0f6159735a224d88a050864ae5a4bc51,"2019-10-13 21:50:24.870000","2019-10-13 21:50:24.870000",65,"painting in a museum",,BCN_I,art-painting.jpg,1,"Painting at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1585,1,6,22,13,ab7d821b40714e06a40493ad6444d869,"2019-10-14 06:59:16.946000","2019-10-14 06:59:16.946000",13,"photo booth",,BCN_I,photo-booth.jpg,1,"Photo Booth",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1612,0,6,22,6,847f8c16e3db4abb928b82307f326cf6,"2019-10-14 14:52:44.735000","2019-10-14 14:52:44.735000",6,ATM,,BCN_I,atm.jpg,1,ATM/Cashpoint,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1679,0,6,22,10,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 21:31:56.506000","2019-10-14 21:31:56.506000",10,"vending machine with food",,BCN_I,vending-machine-with-food.jpg,1,"Vending Machine with Food",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1713,1,6,22,28,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 21:34:08.924000","2019-10-14 21:34:08.924000",28,"bike sharing station",,BCN_I,bike-sharing-station.jpg,0,"Bike Sharing Station",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1779,1,6,22,30,0f6159735a224d88a050864ae5a4bc51,"2019-10-14 21:45:05.471000","2019-10-14 21:45:05.471000",30,e-scooter,,BCN_I,e-scooter.jpg,0,E-Scooter,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1844,0,6,22,14,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 21:52:18.877000","2019-10-14 21:52:18.877000",14,"coffee machine",,BCN_I,coffee-machine.jpg,1,"Coffee Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1899,0,6,22,1,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 21:55:36.494000","2019-10-14 21:55:36.494000",1,"public transport ticket machine",,BCN_I,public-transport-ticket-machine.jpg,1,"Public Transport Ticket Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1923,0,6,22,53,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 21:57:51.102000","2019-10-14 21:57:51.102000",53,"equipment vending machine","Selling various pieces of equipment, such as bike tubes.",BCN_I,equipment-vending-machine.jpg,0,"Equipment Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1939,0,6,22,12,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 21:58:43.336000","2019-10-14 21:58:43.337000",12,printer,,BCN_I,printer.jpg,1,Printer,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1945,0,6,22,20,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 21:59:00.877000","2019-10-14 21:59:00.877000",20,"airport check-in kiosk",,BCN_I,airport-checkin-kiosk.jpg,1,"Airport Check-In Kiosk",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1957,-1,6,22,19,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 22:00:26.318000","2019-10-14 22:00:26.318000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
1964,0,6,22,70,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-14 22:01:40.595000","2019-10-14 22:01:40.595000",70,"parking ticket machine",,BCN_I,parking-ticket-machine.jpg,0,"Parking Ticket Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2019,0,6,22,10,e09bad029ab347d0a0aa591f1e0d4728,"2019-10-15 16:14:55.987000","2019-10-15 16:14:55.987000",10,"vending machine with food",,BCN_I,vending-machine-with-food.jpg,1,"Vending Machine with Food",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2024,1,6,22,17,e09bad029ab347d0a0aa591f1e0d4728,"2019-10-15 16:15:19.599000","2019-10-15 16:15:19.599000",17,"electric car charger",,BCN_I,electric-car-charger.jpg,0,"Charging Station for Electric Cars",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2037,1,6,22,25,e09bad029ab347d0a0aa591f1e0d4728,"2019-10-15 16:16:53.278000","2019-10-15 16:16:53.278000",25,"drinking fountain",,BCN_I,drinking-fountain.jpg,1,"Drinking Fountain",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2046,0,6,22,59,e09bad029ab347d0a0aa591f1e0d4728,"2019-10-15 16:19:37.553000","2019-10-15 16:19:37.553000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2067,0,6,22,64,e09bad029ab347d0a0aa591f1e0d4728,"2019-10-15 16:21:50.272000","2019-10-15 16:21:50.272000",64,"multimedia device in a museum",,BCN_I,museum-multimedia.jpg,1,"Multimedia Device at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2075,0,6,22,70,e09bad029ab347d0a0aa591f1e0d4728,"2019-10-15 16:23:43.039000","2019-10-15 16:23:43.039000",70,"parking ticket machine",,BCN_I,parking-ticket-machine.jpg,0,"Parking Ticket Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2092,-1,6,22,15,e09bad029ab347d0a0aa591f1e0d4728,"2019-10-15 16:26:00.706000","2019-10-15 16:26:00.706000",15,laundromat,"Public self-service laundry.",BCN_I,laundromat.jpg,1,Laundromat,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2114,0,6,22,12,e09bad029ab347d0a0aa591f1e0d4728,"2019-10-15 16:30:14.519000","2019-10-15 16:30:14.519000",12,printer,,BCN_I,printer.jpg,1,Printer,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2164,1,6,22,49,7499357b35774b3aba7c99e582b8135d,"2019-10-15 18:14:43.100000","2019-10-15 18:14:43.100000",49,"cigarette vending machine",,BCN_I,cigarette-vending-machine.jpg,0,"Cigarette Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2170,-1,6,22,13,39e583470a9645d8bd32a4ad6963835b,"2019-10-15 18:14:43.861000","2019-10-15 18:14:43.861000",13,"photo booth",,BCN_I,photo-booth.jpg,1,"Photo Booth",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2179,-1,6,22,14,39e583470a9645d8bd32a4ad6963835b,"2019-10-15 18:15:18.776000","2019-10-15 18:15:18.776000",14,"coffee machine",,BCN_I,coffee-machine.jpg,1,"Coffee Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2258,0,6,22,6,7499357b35774b3aba7c99e582b8135d,"2019-10-15 18:22:33.682000","2019-10-15 18:22:33.682000",6,ATM,,BCN_I,atm.jpg,1,ATM/Cashpoint,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2328,0,6,22,21,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:39:57.415000","2019-10-15 18:39:57.415000",21,"photo printer","Typically found in a supermarket, drugstore or similar.",BCN_I,photo-printer.jpg,1,"Photo Printing Station",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2409,0,6,22,18,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:49:10.598000","2019-10-15 18:49:10.598000",18,"phone charging station",,BCN_I,phone-charging-station.jpg,1,"Public Phone Charging Station",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2428,0,6,22,71,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:52:31.690000","2019-10-15 18:52:31.690000",71,"post box",,BCN_I,post-box.png,0,"Post Box",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2482,-1,6,22,19,c7147dcfbcdf428f819527549d90306a,"2019-10-15 19:25:56.539000","2019-10-15 19:25:56.539000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2495,0,6,22,59,c7147dcfbcdf428f819527549d90306a,"2019-10-15 19:26:46.697000","2019-10-15 19:26:46.697000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2552,0,6,22,46,5e8ab0a54cdd4e64987f8a4e1e5365f6,"2019-10-15 22:29:43.260000","2019-10-15 22:29:43.260000",46,"electronics vending machine","Selling charging cables, computer mouses, phones, powerbanks, …",BCN_I,electronics-vending-machine.jpg,1,"Electronics Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2642,0,6,22,56,6d0c7159a5c84d108cf952dad81cda28,"2019-10-16 12:17:53.813000","2019-10-16 12:17:53.813000",56,"parking meter",,BCN_I,parking-meter.jgp,0,"Parking Meter",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2660,1,6,22,37,6d0c7159a5c84d108cf952dad81cda28,"2019-10-16 12:19:09.477000","2019-10-16 12:19:09.477000",37,"your own bike",,BCN_I,own-bike.jpg,0,"Your Own Bike",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2669,0,6,22,18,6d0c7159a5c84d108cf952dad81cda28,"2019-10-16 12:20:18.507000","2019-10-16 12:20:18.507000",18,"phone charging station",,BCN_I,phone-charging-station.jpg,1,"Public Phone Charging Station",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2672,0,6,22,46,6d0c7159a5c84d108cf952dad81cda28,"2019-10-16 12:20:52.908000","2019-10-16 12:20:52.908000",46,"electronics vending machine","Selling charging cables, computer mouses, phones, powerbanks, …",BCN_I,electronics-vending-machine.jpg,1,"Electronics Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2724,-1,6,22,24,c40c938b83464d25ad4c5aebab4cf470,"2019-10-16 17:13:25.087000","2019-10-16 17:13:25.087000",24,"public computer","Typically located in hotels, airports, …",BCN_I,public-computer.jpg,1,"Public Computer or Internet Terminal",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2747,-1,6,22,65,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-16 17:38:11.095000","2019-10-16 17:38:11.095000",65,"painting in a museum",,BCN_I,art-painting.jpg,1,"Painting at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2792,0,6,22,72,561af6967383466a9838f517b2cb453c,"2019-10-16 17:50:30.146000","2019-10-16 17:50:30.146000",72,"toy vending machine",,BCN_I,toy-vending-machine.jpg,1,"Toy Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2845,0,6,22,58,11ff30ed7d8f4dab8b1dcd7450e7b507,"2019-10-17 18:58:02.806000","2019-10-17 18:58:02.806000",58,"stamps vending machine",,BCN_I,stamp-vending-machine.jpg,0,"Stamps Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2846,0,6,22,19,ea1f2ef371664b0abb590f0c3af4c67d,"2019-10-17 21:19:24.826000","2019-10-17 21:19:24.826000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2854,0,6,22,6,ea1f2ef371664b0abb590f0c3af4c67d,"2019-10-17 21:19:42.331000","2019-10-17 21:19:42.331000",6,ATM,,BCN_I,atm.jpg,1,ATM/Cashpoint,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2913,1,6,22,25,6d0c7159a5c84d108cf952dad81cda28,"2019-10-18 18:05:15.184000","2019-10-18 18:05:15.185000",25,"drinking fountain",,BCN_I,drinking-fountain.jpg,1,"Drinking Fountain",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2942,-1,6,22,69,23d7cf13cedd48bb95764e25f1c38bd7,"2019-10-27 06:47:57.783000","2019-10-27 06:47:57.783000",69,"art installation in a museum",,BCN_I,art-installation.jpg,1,"Art Installation at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
2972,1,6,22,54,55757d23700d4867a712ddc23204ff84,"2019-10-27 18:27:26.427000","2019-10-27 18:27:26.427000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3018,-1,6,22,19,561af6967383466a9838f517b2cb453c,"2019-10-30 18:23:07.063000","2019-10-30 18:23:07.063000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3024,-1,6,22,44,561af6967383466a9838f517b2cb453c,"2019-10-30 18:23:57.303000","2019-10-30 18:23:57.303000",44,"book vending machine",,BCN_I,book-vending-machine.jpg,1,"Book Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3046,-1,6,22,24,561af6967383466a9838f517b2cb453c,"2019-10-30 18:29:36.514000","2019-10-30 18:29:36.514000",24,"public computer","Typically located in hotels, airports, …",BCN_I,public-computer.jpg,1,"Public Computer or Internet Terminal",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3115,0,6,22,59,561af6967383466a9838f517b2cb453c,"2019-10-30 18:49:34.227000","2019-10-30 18:49:34.227000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3123,1,6,22,25,561af6967383466a9838f517b2cb453c,"2019-10-30 18:50:18.437000","2019-10-30 18:50:18.437000",25,"drinking fountain",,BCN_I,drinking-fountain.jpg,1,"Drinking Fountain",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3174,-1,6,22,65,561af6967383466a9838f517b2cb453c,"2019-10-30 18:57:23.977000","2019-10-30 18:57:23.977000",65,"painting in a museum",,BCN_I,art-painting.jpg,1,"Painting at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3191,-1,6,22,69,561af6967383466a9838f517b2cb453c,"2019-10-30 19:03:34.735000","2019-10-30 19:03:34.736000",69,"art installation in a museum",,BCN_I,art-installation.jpg,1,"Art Installation at a Museum",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3200,-1,6,22,61,561af6967383466a9838f517b2cb453c,"2019-10-30 19:03:54.112000","2019-10-30 19:03:54.112000",61,"gambling machine",,BCN_I,gambling-machine.jpg,1,"Gambling Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3218,0,6,22,13,561af6967383466a9838f517b2cb453c,"2019-10-30 19:06:36.024000","2019-10-30 19:06:36.024000",13,"photo booth",,BCN_I,photo-booth.jpg,1,"Photo Booth",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3234,1,6,22,29,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:26:02.684000","2019-11-02 11:26:02.684000",29,"shared bike","Bike from a sharing provider, located outside a station.",BCN_I,sharing-bike.jpg,0,"Sharing Bike",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3254,-1,6,22,44,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:26:55.698000","2019-11-02 11:26:55.698000",44,"book vending machine",,BCN_I,book-vending-machine.jpg,1,"Book Vending Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3326,-1,6,22,61,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:00:07.947000","2019-11-02 12:00:07.947000",61,"gambling machine",,BCN_I,gambling-machine.jpg,1,"Gambling Machine",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3359,1,6,22,30,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:01:45.556000","2019-11-02 12:01:45.557000",30,e-scooter,,BCN_I,e-scooter.jpg,0,E-Scooter,1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
3362,-1,6,22,62,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:02:05.415000","2019-11-02 12:02:05.415000",62,"trade show booth","One out of multiple booths at a trade show.",BCN_I,trade-show-booth.jpg,1,"Trade Show Booth",1,6,weather,Weather,1,1,22,sunny,sunny,"the weather is sunny.",6,1,1
