id,value,context_factor_id,context_factor_value_id,thing_id,user_id,created_at,updated_at,id,title,description,type,image,indoorsLocation,display_title,active,id,title,display_title,active_in_training,active_in_prediction,id,title,display_title,description,context_factor_id,active_in_training,active_in_prediction
2314,0,5,19,67,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:37:41.258000","2019-10-15 18:37:41.259000",67,"photography piece in a museum",,BCN_I,art-photography.jpg,1,"Photography at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2331,1,5,19,22,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:40:53.500000","2019-10-15 18:40:53.501000",22,"food order machine in a restaurant","Primarily used in fast food restaurants.",BCN_I,food-order-machine-restaurant.jpg,1,"Order Kiosk in a Restaurant",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2344,1,5,19,12,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:42:40.229000","2019-10-15 18:42:40.229000",12,printer,,BCN_I,printer.jpg,1,Printer,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2356,1,5,19,37,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:43:31.126000","2019-10-15 18:43:31.126000",37,"your own bike",,BCN_I,own-bike.jpg,0,"Your Own Bike",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2366,1,5,19,61,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:44:41.975000","2019-10-15 18:44:41.975000",61,"gambling machine",,BCN_I,gambling-machine.jpg,1,"Gambling Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2403,1,5,19,70,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:48:44.707000","2019-10-15 18:48:44.707000",70,"parking ticket machine",,BCN_I,parking-ticket-machine.jpg,0,"Parking Ticket Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2416,1,5,19,69,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:51:21.070000","2019-10-15 18:51:21.070000",69,"art installation in a museum",,BCN_I,art-installation.jpg,1,"Art Installation at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2429,1,5,19,71,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:52:31.712000","2019-10-15 18:52:31.713000",71,"post box",,BCN_I,post-box.png,0,"Post Box",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2434,1,5,19,59,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:53:09.406000","2019-10-15 18:53:09.406000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2441,1,5,19,58,56588921a12346df9961a8b9fe3afb89,"2019-10-15 18:54:32.561000","2019-10-15 18:54:32.561000",58,"stamps vending machine",,BCN_I,stamp-vending-machine.jpg,0,"Stamps Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2481,0,5,19,19,c7147dcfbcdf428f819527549d90306a,"2019-10-15 19:25:56.529000","2019-10-15 19:25:56.529000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2486,0,5,19,8,c7147dcfbcdf428f819527549d90306a,"2019-10-15 19:26:15.261000","2019-10-15 19:26:15.261000",8,"vending machine with drinks",,BCN_I,vending-machine-with-drinks.jpg,1,"Vending Machine with Drinks",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2494,0,5,19,59,c7147dcfbcdf428f819527549d90306a,"2019-10-15 19:26:46.685000","2019-10-15 19:26:46.686000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2528,1,5,19,40,5e8ab0a54cdd4e64987f8a4e1e5365f6,"2019-10-15 22:28:36.325000","2019-10-15 22:28:36.325000",40,"bottle return machine",,BCN_I,bottle-return-machine.jpg,1,"Bottle Return Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2539,1,5,19,69,5e8ab0a54cdd4e64987f8a4e1e5365f6,"2019-10-15 22:29:10.689000","2019-10-15 22:29:10.689000",69,"art installation in a museum",,BCN_I,art-installation.jpg,1,"Art Installation at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2577,1,5,19,61,5e8ab0a54cdd4e64987f8a4e1e5365f6,"2019-10-15 22:30:52.074000","2019-10-15 22:30:52.074000",61,"gambling machine",,BCN_I,gambling-machine.jpg,1,"Gambling Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2616,1,5,19,58,98931e0f62854f40b4a79c675e556a03,"2019-10-16 06:41:22.745000","2019-10-16 06:41:22.745000",58,"stamps vending machine",,BCN_I,stamp-vending-machine.jpg,0,"Stamps Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2628,1,5,19,54,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-16 11:54:02.836000","2019-10-16 11:54:02.836000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2645,1,5,19,56,6d0c7159a5c84d108cf952dad81cda28,"2019-10-16 12:17:53.850000","2019-10-16 12:17:53.850000",56,"parking meter",,BCN_I,parking-meter.jgp,0,"Parking Meter",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2650,1,5,19,49,6d0c7159a5c84d108cf952dad81cda28,"2019-10-16 12:18:30.804000","2019-10-16 12:18:30.804000",49,"cigarette vending machine",,BCN_I,cigarette-vending-machine.jpg,0,"Cigarette Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2663,1,5,19,59,6d0c7159a5c84d108cf952dad81cda28,"2019-10-16 12:19:43.577000","2019-10-16 12:19:43.577000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2676,1,5,19,29,6d0c7159a5c84d108cf952dad81cda28,"2019-10-16 12:21:25.413000","2019-10-16 12:21:25.413000",29,"shared bike","Bike from a sharing provider, located outside a station.",BCN_I,sharing-bike.jpg,0,"Sharing Bike",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2769,1,5,19,30,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-16 17:42:09.122000","2019-10-16 17:42:09.122000",30,e-scooter,,BCN_I,e-scooter.jpg,0,E-Scooter,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2785,1,5,19,50,561af6967383466a9838f517b2cb453c,"2019-10-16 17:48:31.403000","2019-10-16 17:48:31.404000",50,"milk vending machine","Selling fresh, unprocessed milk. Typically requires you to bring your own bottle.",BCN_I,milk-vending-machine.jpg,1,"Milk Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2791,1,5,19,72,561af6967383466a9838f517b2cb453c,"2019-10-16 17:50:30.132000","2019-10-16 17:50:30.132000",72,"toy vending machine",,BCN_I,toy-vending-machine.jpg,1,"Toy Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2815,1,5,19,44,561af6967383466a9838f517b2cb453c,"2019-10-16 17:53:00.296000","2019-10-16 17:53:00.296000",44,"book vending machine",,BCN_I,book-vending-machine.jpg,1,"Book Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2830,1,5,19,70,11ff30ed7d8f4dab8b1dcd7450e7b507,"2019-10-17 18:57:18.357000","2019-10-17 18:57:18.357000",70,"parking ticket machine",,BCN_I,parking-ticket-machine.jpg,0,"Parking Ticket Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2841,1,5,19,58,11ff30ed7d8f4dab8b1dcd7450e7b507,"2019-10-17 18:58:02.726000","2019-10-17 18:58:02.726000",58,"stamps vending machine",,BCN_I,stamp-vending-machine.jpg,0,"Stamps Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2848,1,5,19,19,ea1f2ef371664b0abb590f0c3af4c67d,"2019-10-17 21:19:24.849000","2019-10-17 21:19:24.849000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2888,1,5,19,50,6d0c7159a5c84d108cf952dad81cda28,"2019-10-18 18:03:35.881000","2019-10-18 18:03:35.882000",50,"milk vending machine","Selling fresh, unprocessed milk. Typically requires you to bring your own bottle.",BCN_I,milk-vending-machine.jpg,1,"Milk Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2939,0,5,19,64,bf0d294c4b9149a1b768250db90591a3,"2019-10-20 16:47:36.614000","2019-10-20 16:47:36.614000",64,"multimedia device in a museum",,BCN_I,museum-multimedia.jpg,1,"Multimedia Device at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2954,-1,5,19,65,23d7cf13cedd48bb95764e25f1c38bd7,"2019-10-27 06:49:09.959000","2019-10-27 06:49:09.959000",65,"painting in a museum",,BCN_I,art-painting.jpg,1,"Painting at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2976,1,5,19,67,55757d23700d4867a712ddc23204ff84,"2019-10-27 18:28:00.168000","2019-10-27 18:28:00.168000",67,"photography piece in a museum",,BCN_I,art-photography.jpg,1,"Photography at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
2991,1,5,19,50,55757d23700d4867a712ddc23204ff84,"2019-10-27 18:29:12.953000","2019-10-27 18:29:12.953000",50,"milk vending machine","Selling fresh, unprocessed milk. Typically requires you to bring your own bottle.",BCN_I,milk-vending-machine.jpg,1,"Milk Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3001,0,5,19,28,561af6967383466a9838f517b2cb453c,"2019-10-30 18:01:42.830000","2019-10-30 18:01:42.830000",28,"bike sharing station",,BCN_I,bike-sharing-station.jpg,0,"Bike Sharing Station",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3030,0,5,19,59,561af6967383466a9838f517b2cb453c,"2019-10-30 18:24:49.902000","2019-10-30 18:24:49.902000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3050,1,5,19,24,561af6967383466a9838f517b2cb453c,"2019-10-30 18:29:36.561000","2019-10-30 18:29:36.561000",24,"public computer","Typically located in hotels, airports, …",BCN_I,public-computer.jpg,1,"Public Computer or Internet Terminal",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3064,1,5,19,65,561af6967383466a9838f517b2cb453c,"2019-10-30 18:36:25.604000","2019-10-30 18:36:25.604000",65,"painting in a museum",,BCN_I,art-painting.jpg,1,"Painting at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3103,1,5,19,66,561af6967383466a9838f517b2cb453c,"2019-10-30 18:48:22.546000","2019-10-30 18:48:22.546000",66,"sculptures in a museum",,BCN_I,art-sculpture.jpg,1,"Sculpture at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3108,1,5,19,61,561af6967383466a9838f517b2cb453c,"2019-10-30 18:48:54.581000","2019-10-30 18:48:54.581000",61,"gambling machine",,BCN_I,gambling-machine.jpg,1,"Gambling Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3132,1,5,19,29,561af6967383466a9838f517b2cb453c,"2019-10-30 18:51:06.676000","2019-10-30 18:51:06.676000",29,"shared bike","Bike from a sharing provider, located outside a station.",BCN_I,sharing-bike.jpg,0,"Sharing Bike",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3140,1,5,19,12,561af6967383466a9838f517b2cb453c,"2019-10-30 18:52:53.608000","2019-10-30 18:52:53.608000",12,printer,,BCN_I,printer.jpg,1,Printer,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3141,1,5,19,23,561af6967383466a9838f517b2cb453c,"2019-10-30 18:53:18.202000","2019-10-30 18:53:18.203000",23,"smart home control unit","Mounted screen somewhere in your home.",BCN_I,smart-home-control-unit.jpg,1,"Smart Home Control Unit",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3167,1,5,19,30,561af6967383466a9838f517b2cb453c,"2019-10-30 18:55:58.693000","2019-10-30 18:55:58.693000",30,e-scooter,,BCN_I,e-scooter.jpg,0,E-Scooter,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3176,0,5,19,20,0f6159735a224d88a050864ae5a4bc51,"2019-10-30 18:57:37.444000","2019-10-30 18:57:37.444000",20,"airport check-in kiosk",,BCN_I,airport-checkin-kiosk.jpg,1,"Airport Check-In Kiosk",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3216,1,5,19,13,561af6967383466a9838f517b2cb453c,"2019-10-30 19:06:35.987000","2019-10-30 19:06:35.987000",13,"photo booth",,BCN_I,photo-booth.jpg,1,"Photo Booth",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3229,1,5,19,30,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:25:50.911000","2019-11-02 11:25:50.911000",30,e-scooter,,BCN_I,e-scooter.jpg,0,E-Scooter,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3231,1,5,19,29,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:26:02.654000","2019-11-02 11:26:02.654000",29,"shared bike","Bike from a sharing provider, located outside a station.",BCN_I,sharing-bike.jpg,0,"Sharing Bike",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3242,1,5,19,49,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:26:29.790000","2019-11-02 11:26:29.790000",49,"cigarette vending machine",,BCN_I,cigarette-vending-machine.jpg,0,"Cigarette Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3279,1,5,19,44,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:28:30.916000","2019-11-02 11:28:30.916000",44,"book vending machine",,BCN_I,book-vending-machine.jpg,1,"Book Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3281,0,5,19,54,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:57:33.015000","2019-11-02 11:57:33.015000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3293,0,5,19,37,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:58:13.811000","2019-11-02 11:58:13.811000",37,"your own bike",,BCN_I,own-bike.jpg,0,"Your Own Bike",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3300,1,5,19,8,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:58:26.844000","2019-11-02 11:58:26.844000",8,"vending machine with drinks",,BCN_I,vending-machine-with-drinks.jpg,1,"Vending Machine with Drinks",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3315,1,5,19,64,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:59:21.006000","2019-11-02 11:59:21.006000",64,"multimedia device in a museum",,BCN_I,museum-multimedia.jpg,1,"Multimedia Device at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3320,1,5,19,15,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 11:59:37.666000","2019-11-02 11:59:37.666000",15,laundromat,"Public self-service laundry.",BCN_I,laundromat.jpg,1,Laundromat,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3332,0,5,19,59,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:00:31.717000","2019-11-02 12:00:31.717000",59,"public wifi access point",,BCN_I,public-wifi.jpg,1,"Public WiFi Access Point",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3341,0,5,19,70,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:01:03.778000","2019-11-02 12:01:03.778000",70,"parking ticket machine",,BCN_I,parking-ticket-machine.jpg,0,"Parking Ticket Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3387,1,5,19,69,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:03:27.026000","2019-11-02 12:03:27.026000",69,"art installation in a museum",,BCN_I,art-installation.jpg,1,"Art Installation at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3406,1,5,19,61,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:04:11.256000","2019-11-02 12:04:11.256000",61,"gambling machine",,BCN_I,gambling-machine.jpg,1,"Gambling Machine",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3416,1,5,19,19,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:04:38.384000","2019-11-02 12:04:38.384000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
3431,1,5,19,67,e292bc7bbf30442ea7c0af055748863c,"2019-11-02 12:05:16.957000","2019-11-02 12:05:16.957000",67,"photography piece in a museum",,BCN_I,art-photography.jpg,1,"Photography at a Museum",1,5,crowdedness,Crowdedness,1,1,19,empty,empty,"nobody else is at the location or using the object.",5,1,1
114,0,5,20,29,0f6159735a224d88a050864ae5a4bc51,"2019-10-04 19:21:25.078000","2019-10-04 19:21:25.388000",29,"shared bike","Bike from a sharing provider, located outside a station.",BCN_I,sharing-bike.jpg,0,"Sharing Bike",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
165,-1,5,20,17,0f6159735a224d88a050864ae5a4bc51,"2019-10-04 19:21:25.078000","2019-10-04 19:21:25.388000",17,"electric car charger",,BCN_I,electric-car-charger.jpg,0,"Charging Station for Electric Cars",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
237,-1,5,20,44,31103cb3a0554f13b5e34b8fa32ea588,"2019-10-04 19:21:25.078000","2019-10-04 19:21:25.388000",44,"book vending machine",,BCN_I,book-vending-machine.jpg,1,"Book Vending Machine",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
378,-1,5,20,69,3a4ded8ac1e74d82bdf22c6eea6fef59,"2019-10-11 06:20:13.846000","2019-10-11 06:20:13.846000",69,"art installation in a museum",,BCN_I,art-installation.jpg,1,"Art Installation at a Museum",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
384,-1,5,20,22,3a4ded8ac1e74d82bdf22c6eea6fef59,"2019-10-11 06:20:37.293000","2019-10-11 06:20:37.293000",22,"food order machine in a restaurant","Primarily used in fast food restaurants.",BCN_I,food-order-machine-restaurant.jpg,1,"Order Kiosk in a Restaurant",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
394,-1,5,20,8,3a4ded8ac1e74d82bdf22c6eea6fef59,"2019-10-11 06:21:17.777000","2019-10-11 06:21:17.777000",8,"vending machine with drinks",,BCN_I,vending-machine-with-drinks.jpg,1,"Vending Machine with Drinks",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
396,-1,5,20,15,3a4ded8ac1e74d82bdf22c6eea6fef59,"2019-10-11 06:21:38.253000","2019-10-11 06:21:38.253000",15,laundromat,"Public self-service laundry.",BCN_I,laundromat.jpg,1,Laundromat,1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
402,-1,5,20,18,3a4ded8ac1e74d82bdf22c6eea6fef59,"2019-10-11 06:21:53.054000","2019-10-11 06:21:53.055000",18,"phone charging station",,BCN_I,phone-charging-station.jpg,1,"Public Phone Charging Station",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
417,-1,5,20,66,3a4ded8ac1e74d82bdf22c6eea6fef59,"2019-10-11 06:22:46.747000","2019-10-11 06:22:46.747000",66,"sculptures in a museum",,BCN_I,art-sculpture.jpg,1,"Sculpture at a Museum",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
435,-1,5,20,21,3a4ded8ac1e74d82bdf22c6eea6fef59,"2019-10-11 06:23:24.679000","2019-10-11 06:23:24.679000",21,"photo printer","Typically found in a supermarket, drugstore or similar.",BCN_I,photo-printer.jpg,1,"Photo Printing Station",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
441,-1,5,20,10,3a4ded8ac1e74d82bdf22c6eea6fef59,"2019-10-11 06:23:58.980000","2019-10-11 06:23:58.980000",10,"vending machine with food",,BCN_I,vending-machine-with-food.jpg,1,"Vending Machine with Food",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
494,0,5,20,49,f6b91c94308745c4a164750e9fbe12a7,"2019-10-11 12:58:50.030000","2019-10-11 12:58:50.030000",49,"cigarette vending machine",,BCN_I,cigarette-vending-machine.jpg,0,"Cigarette Vending Machine",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
497,0,5,20,67,f6b91c94308745c4a164750e9fbe12a7,"2019-10-11 12:59:14.363000","2019-10-11 12:59:14.363000",67,"photography piece in a museum",,BCN_I,art-photography.jpg,1,"Photography at a Museum",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
515,0,5,20,71,f6b91c94308745c4a164750e9fbe12a7,"2019-10-11 13:00:05.693000","2019-10-11 13:00:05.693000",71,"post box",,BCN_I,post-box.png,0,"Post Box",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
517,0,5,20,58,f6b91c94308745c4a164750e9fbe12a7,"2019-10-11 13:00:18.105000","2019-10-11 13:00:18.105000",58,"stamps vending machine",,BCN_I,stamp-vending-machine.jpg,0,"Stamps Vending Machine",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
523,-1,5,20,19,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:00:37.160000","2019-10-11 13:00:37.160000",19,arcade,"Video games, pinball, air hockey, other coin-operated machines, …",BCN_I,arcade.jpg,1,Arcade,1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
526,-1,5,20,18,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:01:21.902000","2019-10-11 13:01:21.902000",18,"phone charging station",,BCN_I,phone-charging-station.jpg,1,"Public Phone Charging Station",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
539,-1,5,20,49,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:02:18.439000","2019-10-11 13:02:18.439000",49,"cigarette vending machine",,BCN_I,cigarette-vending-machine.jpg,0,"Cigarette Vending Machine",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
562,-1,5,20,54,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:04:45.546000","2019-10-11 13:04:45.546000",54,"ice cream vending machine",,BCN_I,ice-cream-vending-machine.jpg,1,"Ice Cream Vending Machine",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
595,0,5,20,64,f6b91c94308745c4a164750e9fbe12a7,"2019-10-11 13:06:14.923000","2019-10-11 13:06:14.923000",64,"multimedia device in a museum",,BCN_I,museum-multimedia.jpg,1,"Multimedia Device at a Museum",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
639,-1,5,20,69,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:07:26.316000","2019-10-11 13:07:26.316000",69,"art installation in a museum",,BCN_I,art-installation.jpg,1,"Art Installation at a Museum",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
641,-1,5,20,24,483d3900ecef4ccd92f170249a01b634,"2019-10-11 13:07:33.664000","2019-10-11 13:07:33.664000",24,"public computer","Typically located in hotels, airports, …",BCN_I,public-computer.jpg,1,"Public Computer or Internet Terminal",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
653,-1,5,20,62,483d3900ecef4ccd92f170249a01b634,"2019-10-11 13:07:57.642000","2019-10-11 13:07:57.642000",62,"trade show booth","One out of multiple booths at a trade show.",BCN_I,trade-show-booth.jpg,1,"Trade Show Booth",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
674,-1,5,20,64,54cda182f51d4cd0b9e0f0fef5ddb5d1,"2019-10-11 13:08:47.797000","2019-10-11 13:08:47.797000",64,"multimedia device in a museum",,BCN_I,museum-multimedia.jpg,1,"Multimedia Device at a Museum",1,5,crowdedness,Crowdedness,1,1,20,mediumCrowded,"medium crowded","the place is a bit crowded.",5,1,1
